"ID","WH","Location","Description","Entry_By","Entry_On","ZONE","LOCLEVEL","STLOCATION","SLOC","LOCATIONTYPE","ZONEBARCODE","AISLES","CUSTID","PRIORITYLOCATION","LOCATIONSTATUS","CCSTATUS","AISLESBARCODE","LOCATIONBARCODE"
348,AWLKOL,AC-R3,"",SANJAY MAICK,2020-05-05,,,,,,,,HLL01,,,,,
349,AWLKOL,AC-R2,"",SANJAY MAICK,2020-05-05,,,,,,,,HLL01,,,,,
433,WHGUJ,R1,"",SUBHAM,2020-05-08,,,,,,,,HLL01,,,,,
434,WHGUJ,R2,"",SUBHAM,2020-05-08,,,,,,,,HLL01,,,,,
435,WHGUJ,R3,"",SUBHAM,2020-05-08,,,,,,,,HLL01,,,,,
436,WHGUJ,R4,"",SUBHAM,2020-05-08,,,,,,,,HLL01,,,,,
437,WHGUJ,R5,"",SUBHAM,2020-05-08,,,,,,,,HLL01,,,,,
438,AHM,R1,"",Vikas Pandya,2020-05-08,,,,,,,,HLL01,,,,,
444,AHM,R7,"",Vikas Pandya,2020-05-08,,,,,,,,HLL01,,,,,
449,AHM,R11,"",Vikas Pandya,2020-05-09,,,,,,,,HLL01,,,,,
450,AHM,R14,"",Vikas Pandya,2020-05-09,,,,,,,,HLL01,,,,,
451,AHM,R12,"",Vikas Pandya,2020-05-09,,,,,,,,HLL01,,,,,
452,AHM,R13,"",Vikas Pandya,2020-05-09,,,,,,,,HLL01,,,,,
455,AHM,R17,"",Om Prakash,2020-05-10,,,,,,,,HLL01,,,,,
456,AHM,R18,"",Om Prakash,2020-05-10,,,,,,,,HLL01,,,,,
458,AHM,R20,"",Vikas Pandya,2020-05-11,,,,,,,,HLL01,,,,,
463,AHM,R22,"",Om Prakash,2020-05-12,,,,,,,,HLL01,,,,,
464,AHM,R32,"",Vikas Pandya,2020-05-12,,,,,,,,HLL01,,,,,
469,AWLKOL,AC-R5,"",SANJAY MAICK,2020-05-15,,,,,,,,HLL01,,,,,
470,AWLKOL,AC-R6,"",SANJAY MAICK,2020-05-15,,,,,,,,HLL01,,,,,
471,AWLKOL,AC-R7,"",SANJAY MAICK,2020-05-15,,,,,,,,HLL01,,,,,
474,AWLKOL,AC-R10,"",SANJAY MAICK,2020-05-16,,,,,,,,HLL01,,,,,
475,DEL5,R1,"",VARUN,2020-05-16,,,,,,,,HLL01,,,,,
476,DEL5,R2,"",VARUN,2020-05-16,,,,,,,,HLL01,,,,,
477,DEL5,R3,"",VARUN,2020-05-16,,,,,,,,HLL01,,,,,
478,DEL5,R4,"",VARUN,2020-05-16,,,,,,,,HLL01,,,,,
480,AWLKOL,AC-R12,"",SANJAY MAICK,2020-05-17,,,,,,,,HLL01,,,,,
481,MAA,F365,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
482,MAA,F366,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
483,MAA,F367,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
484,MAA,F368,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
485,MAA,F369,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
486,MAA,F370,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
487,MAA,F371,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
488,MAA,F372,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
489,MAA,F373,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
490,MAA,F374,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
491,MAA,F375,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
492,MAA,F376,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
493,MAA,F377,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
494,MAA,F378,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
495,MAA,F379,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
496,MAA,F380,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
497,MAA,F381,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
498,MAA,F382,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
499,MAA,F383,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
500,MAA,F384,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
501,MAA,F385,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
502,MAA,F386,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
503,MAA,F387,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
504,MAA,F388,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
505,MAA,F389,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
506,MAA,F390,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
507,MAA,F391,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
508,MAA,F392,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
509,MAA,F393,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
510,MAA,F394,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000011,,,,,B01000000000000000000011,R2-R3,HLL01,,,,A1000000000000000000001,
511,MAA,F395,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000012,,,,,B01000000000000000000012,R2-R3,HLL01,,,,A1000000000000000000001,
512,MAA,F396,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
513,MAA,F397,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
514,MAA,F398,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
515,MAA,F399,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
516,MAA,F400,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
517,MAA,F401,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
518,MAA,F402,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
519,MAA,F403,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
520,MAA,F404,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
521,MAA,F405,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
522,MAA,F406,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
523,MAA,F407,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
524,MAA,F408,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
525,MAA,F409,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
526,MAA,F410,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
527,MAA,F411,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
528,MAA,F412,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
529,MAA,F413,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
530,MAA,F414,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
531,MAA,F415,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
532,MAA,F416,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
533,MAA,F417,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
534,MAA,F418,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
395,MAA,F328,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
396,MAA,F329,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
397,MAA,F330,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
398,MAA,F331,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
399,MAA,F332,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
400,MAA,F333,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
401,MAA,F334,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
402,MAA,F335,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
403,MAA,F336,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
404,MAA,F337,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
405,MAA,F338,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
406,MAA,F339,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
407,MAA,F340,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
408,MAA,F341,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
409,MAA,F342,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
410,MAA,F343,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
411,MAA,F344,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
412,MAA,F345,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
413,MAA,F346,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
414,MAA,F347,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
415,MAA,F348,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
416,MAA,F349,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
417,MAA,F350,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
418,MAA,F351,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
419,MAA,F352,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
420,MAA,F353,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
421,MAA,F354,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
422,MAA,F355,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
423,MAA,F356,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
424,MAA,F357,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
425,MAA,F358,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
426,MAA,F359,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
427,MAA,F360,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
428,MAA,F361,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
429,MAA,F362,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
430,MAA,F363,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
431,MAA,F364,OK Stock Location,Rajini Nagaiah,2020-05-05,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
432,AWLKOL,AC-R4,"",SANJAY MAICK,2020-05-06,,,,,,,,HLL01,,,,,
439,AHM,R2,"",Vikas Pandya,2020-05-08,,,,,,,,HLL01,,,,,
440,AHM,R3,"",Vikas Pandya,2020-05-08,,,,,,,,HLL01,,,,,
441,AHM,R4,"",Vikas Pandya,2020-05-08,,,,,,,,HLL01,,,,,
442,AHM,R5,"",Vikas Pandya,2020-05-08,,,,,,,,HLL01,,,,,
443,AHM,R6,"",Vikas Pandya,2020-05-08,,,,,,,,HLL01,,,,,
453,AHM,R15,"",Om Prakash,2020-05-10,,,,,,,,HLL01,,,,,
454,AHM,R16,"",Om Prakash,2020-05-10,,,,,,,,HLL01,,,,,
457,AHM,R19,"",Vikas Pandya,2020-05-10,,,,,,,,HLL01,,,,,
460,AHM,R23,"",Vikas Pandya,2020-05-11,,,,,,,,HLL01,,,,,
461,AHM,R24,"",Vikas Pandya,2020-05-11,,,,,,,,HLL01,,,,,
462,AHM,R25,"",Vikas Pandya,2020-05-11,,,,,,,,HLL01,,,,,
465,AHM,R35,"",Vikas Pandya,2020-05-12,,,,,,,,HLL01,,,,,
466,AHM,R33,"",Vikas Pandya,2020-05-12,,,,,,,,HLL01,,,,,
472,AWLKOL,AC-R8,"",SANJAY MAICK,2020-05-15,,,,,,,,HLL01,,,,,
535,MAA,F419,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
536,MAA,F420,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
537,MAA,F421,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
538,MAA,F422,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
539,MAA,F423,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
540,MAA,F424,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
541,MAA,F425,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
542,MAA,F426,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
543,MAA,F427,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
544,MAA,F428,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
545,MAA,F429,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
546,MAA,F430,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
547,MAA,F431,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
548,MAA,F432,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
549,MAA,F433,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
550,MAA,F434,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
551,MAA,F435,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
552,MAA,F436,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
553,MAA,F437,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
554,MAA,F438,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
555,MAA,F439,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
556,MAA,F440,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
557,MAA,F441,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
558,MAA,F442,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
559,MAA,F443,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
560,MAA,F444,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
561,MAA,F445,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
445,AHM,R8,"",Om Prakash,2020-05-09,,,,,,,,HLL01,,,,,
446,AHM,R9,"",Om Prakash,2020-05-09,,,,,,,,HLL01,,,,,
447,AHM,R10,"",Om Prakash,2020-05-09,,,,,,,,HLL01,,,,,
448,AHM,R10B,"",Om Prakash,2020-05-09,,,,,,,,HLL01,,,,,
562,MAA,F446,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
563,MAA,F447,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
564,MAA,F448,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
565,MAA,F449,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
566,MAA,F450,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
567,MAA,F451,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
568,MAA,F452,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
569,MAA,F453,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
570,MAA,F454,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
571,MAA,F455,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
572,MAA,F456,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
573,MAA,F457,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
574,MAA,F458,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
575,MAA,F459,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
576,MAA,F460,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
577,MAA,F461,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
578,MAA,F462,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
579,MAA,F463,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
580,MAA,F464,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
581,MAA,F465,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
582,MAA,F466,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
583,MAA,F467,OK Stock Location,Rajini Nagaiah,2020-05-20,B01000000000000000000002,,,,,B01000000000000000000002,R2-R3,HLL01,,,,A1000000000000000000001,
