"ID","WH","Location","Description","Entry_By","Entry_On","ZONE","LOCLEVEL","STLOCATION","SLOC","LOCATIONTYPE","ZONEBARCODE","AISLES","CUSTID","PRIORITYLOCATION","LOCATIONSTATUS","CCSTATUS","AISLESBARCODE","LOCATIONBARCODE"
31129,GGNWH2,HU1-05-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31130,GGNWH2,HU1-05-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31131,GGNWH2,HU1-05-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31132,GGNWH2,HU1-05-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31133,GGNWH2,HU1-06-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31134,GGNWH2,HU1-06-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31135,GGNWH2,HU1-06-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31136,GGNWH2,HU1-06-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31137,GGNWH2,HU1-06-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31138,GGNWH2,HU1-06-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31139,GGNWH2,HU1-06-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31140,GGNWH2,HU1-06-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31141,GGNWH2,HU1-07-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31142,GGNWH2,HU1-07-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31143,GGNWH2,HU1-07-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31144,GGNWH2,HU1-07-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31145,GGNWH2,HU1-07-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31146,GGNWH2,HU1-07-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31147,GGNWH2,HU1-07-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31148,GGNWH2,HU1-07-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31149,GGNWH2,HU1-08-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31150,GGNWH2,HU1-08-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31151,GGNWH2,HU1-08-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31152,GGNWH2,HU1-08-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31153,GGNWH2,HU1-08-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31154,GGNWH2,HU1-08-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31155,GGNWH2,HU1-08-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31156,GGNWH2,HU1-08-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31157,GGNWH2,HU2-01-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31158,GGNWH2,HU2-01-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31159,GGNWH2,HU2-01-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31160,GGNWH2,HU2-01-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31161,GGNWH2,HU2-01-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31162,GGNWH2,HU2-01-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31163,GGNWH2,HU2-01-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31164,GGNWH2,HU2-01-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31165,GGNWH2,HU2-02-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31166,GGNWH2,HU2-02-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31167,GGNWH2,HU2-02-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31168,GGNWH2,HU2-02-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31169,GGNWH2,HU2-02-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31170,GGNWH2,HU2-02-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31171,GGNWH2,HU2-02-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31172,GGNWH2,HU2-02-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31173,GGNWH2,HU2-03-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31174,GGNWH2,HU2-03-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31175,GGNWH2,HU2-03-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31176,GGNWH2,HU2-03-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31177,GGNWH2,HU2-03-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31178,GGNWH2,HU2-03-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31179,GGNWH2,HU2-03-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31180,GGNWH2,HU2-03-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31181,GGNWH2,HU2-04-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31182,GGNWH2,HU2-04-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31183,GGNWH2,HU2-04-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31184,GGNWH2,HU2-04-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31185,GGNWH2,HU2-04-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31186,GGNWH2,HU2-04-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31187,GGNWH2,HU2-04-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31188,GGNWH2,HU2-04-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31189,GGNWH2,HU2-05-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31190,GGNWH2,HU2-05-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31191,GGNWH2,HU2-05-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31192,GGNWH2,HU2-05-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31193,GGNWH2,HU2-05-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31194,GGNWH2,HU2-05-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31195,GGNWH2,HU2-05-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31196,GGNWH2,HU2-05-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31197,GGNWH2,HU2-06-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31198,GGNWH2,HU2-06-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31199,GGNWH2,HU2-06-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31200,GGNWH2,HU2-06-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31201,GGNWH2,HU2-06-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31202,GGNWH2,HU2-06-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31203,GGNWH2,HU2-06-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31204,GGNWH2,HU2-06-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31205,GGNWH2,HU2-07-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31206,GGNWH2,HU2-07-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31207,GGNWH2,HU2-07-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31208,GGNWH2,HU2-07-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31209,GGNWH2,HU2-07-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31210,GGNWH2,HU2-07-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31211,GGNWH2,HU2-07-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31212,GGNWH2,HU2-07-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31213,GGNWH2,HU2-08-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31214,GGNWH2,HU2-08-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31215,GGNWH2,HU2-08-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31216,GGNWH2,HU2-08-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31217,GGNWH2,HU2-08-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31218,GGNWH2,HU2-08-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31219,GGNWH2,HU2-08-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31220,GGNWH2,HU2-08-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31221,GGNWH2,HU3-01-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31222,GGNWH2,HU3-01-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31223,GGNWH2,HU3-01-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31224,GGNWH2,HU3-01-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31225,GGNWH2,HU3-01-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31226,GGNWH2,HU3-01-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31227,GGNWH2,HU3-01-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31228,GGNWH2,HU3-01-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31229,GGNWH2,HU3-02-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31230,GGNWH2,HU3-02-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31231,GGNWH2,HU3-02-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31232,GGNWH2,HU3-02-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31233,GGNWH2,HU3-02-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31234,GGNWH2,HU3-02-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31235,GGNWH2,HU3-02-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31236,GGNWH2,HU3-02-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31237,GGNWH2,HU3-03-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31238,GGNWH2,HU3-03-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31239,GGNWH2,HU3-03-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31240,GGNWH2,HU3-03-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31241,GGNWH2,HU3-03-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31242,GGNWH2,HU3-03-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31243,GGNWH2,HU3-03-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31244,GGNWH2,HU3-03-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31245,GGNWH2,HU3-04-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31246,GGNWH2,HU3-04-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31247,GGNWH2,HU3-04-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31248,GGNWH2,HU3-04-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31249,GGNWH2,HU3-04-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31250,GGNWH2,HU3-04-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31251,GGNWH2,HU3-04-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31252,GGNWH2,HU3-04-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31253,GGNWH2,HU3-05-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31254,GGNWH2,HU3-05-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31255,GGNWH2,HU3-05-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31256,GGNWH2,HU3-05-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31257,GGNWH2,HU3-05-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31258,GGNWH2,HU3-05-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31259,GGNWH2,HU3-05-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31260,GGNWH2,HU3-05-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31261,GGNWH2,HU3-06-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31262,GGNWH2,HU3-06-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31263,GGNWH2,HU3-06-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31264,GGNWH2,HU3-06-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31265,GGNWH2,HU3-06-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31266,GGNWH2,HU3-06-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31267,GGNWH2,HU3-06-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31268,GGNWH2,HU3-06-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31269,GGNWH2,HU3-07-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31270,GGNWH2,HU3-07-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31271,GGNWH2,HU3-07-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31272,GGNWH2,HU3-07-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31273,GGNWH2,HU3-07-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31274,GGNWH2,HU3-07-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31275,GGNWH2,HU3-07-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31276,GGNWH2,HU3-07-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31277,GGNWH2,HU3-08-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31278,GGNWH2,HU3-08-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31279,GGNWH2,HU3-08-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31280,GGNWH2,HU3-08-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31281,GGNWH2,HU3-08-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31282,GGNWH2,HU3-08-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31283,GGNWH2,HU3-08-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31284,GGNWH2,HU3-08-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31285,GGNWH2,HU4-01-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31286,GGNWH2,HU4-01-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31287,GGNWH2,HU4-01-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31288,GGNWH2,HU4-01-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31289,GGNWH2,HU4-01-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31290,GGNWH2,HU4-01-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31291,GGNWH2,HU4-01-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31292,GGNWH2,HU4-01-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31293,GGNWH2,HU4-02-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31294,GGNWH2,HU4-02-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31295,GGNWH2,HU4-02-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31296,GGNWH2,HU4-02-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31297,GGNWH2,HU4-02-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31298,GGNWH2,HU4-02-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31299,GGNWH2,HU4-02-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31300,GGNWH2,HU4-02-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31301,GGNWH2,HU4-03-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31302,GGNWH2,HU4-03-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31303,GGNWH2,HU4-03-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31304,GGNWH2,HU4-03-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31305,GGNWH2,HU4-03-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31306,GGNWH2,HU4-03-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31307,GGNWH2,HU4-03-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31308,GGNWH2,HU4-03-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31309,GGNWH2,HU4-04-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31310,GGNWH2,HU4-04-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31311,GGNWH2,HU4-04-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31312,GGNWH2,HU4-04-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31313,GGNWH2,HU4-04-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31314,GGNWH2,HU4-04-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31315,GGNWH2,HU4-04-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31316,GGNWH2,HU4-04-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31317,GGNWH2,HU4-05-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31318,GGNWH2,HU4-05-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31319,GGNWH2,HU4-05-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31320,GGNWH2,HU4-05-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31321,GGNWH2,HU4-05-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31322,GGNWH2,HU4-05-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31323,GGNWH2,HU4-05-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31324,GGNWH2,HU4-05-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31325,GGNWH2,HU4-06-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31326,GGNWH2,HU4-06-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31327,GGNWH2,HU4-06-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31328,GGNWH2,HU4-06-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31329,GGNWH2,HU4-06-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31330,GGNWH2,HU4-06-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31331,GGNWH2,HU4-06-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31332,GGNWH2,HU4-06-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31333,GGNWH2,HU4-07-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31334,GGNWH2,HU4-07-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31335,GGNWH2,HU4-07-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31336,GGNWH2,HU4-07-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31337,GGNWH2,HU4-07-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31338,GGNWH2,HU4-07-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31339,GGNWH2,HU4-07-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31340,GGNWH2,HU4-07-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31341,GGNWH2,HU4-08-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31342,GGNWH2,HU4-08-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31343,GGNWH2,HU4-08-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31344,GGNWH2,HU4-08-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31345,GGNWH2,HU4-08-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31346,GGNWH2,HU4-08-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31347,GGNWH2,HU4-08-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31348,GGNWH2,HU4-08-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31349,GGNWH2,HU5-01-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31350,GGNWH2,HU5-01-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31351,GGNWH2,HU5-01-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31352,GGNWH2,HU5-01-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31353,GGNWH2,HU5-01-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31354,GGNWH2,HU5-01-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31355,GGNWH2,HU5-01-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
